Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,0,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",58,CB, PT , 6 ,,0,,0,,0,,0,,"40,976",,0,,0,,0,,,"352,993",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",58,MB, DO , 5 ,,0,,"12,498",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",58,MB, DO , 39 ,,"399,665",,0,,0,,0,,0,,0,,0,,"33,872",,,"1,749,937",,0,,0,,0,,0,,0,,"13,663",,,4.38,,,,,,,,,,,,0.40,,No,,,,
Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,40094,State Government Unit or Department of Transportation,Full Reporter,"2,148,346",58,HR, PT , 36 ,,0,,0,,0,,0,,0,,0,,"3,706,620",,0,,,0,,0,,0,,0,,0,,"1,415,160",,0,,,,,,,,,,,,,0.38,,,,No,,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",58,CR, PT , 25 ,,0,,0,,0,,0,,"457,468",,0,,0,,0,,,"169,265",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",58,DR, DO , 22 ,,0,,"52,832",,0,,0,,0,,0,,0,,0,,,0,,"908,915",,0,,0,,0,,0,,0,,,,,17.20,,,,,,,,,,,,No,,,,
Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,40094,State Government Unit or Department of Transportation,Full Reporter,"2,148,346",58,MB, PT , 21 ,,"166,017",,0,,0,,0,,0,,0,,0,,0,,,"461,806",,0,,0,,0,,0,,0,,0,,,2.78,,,,,,,,,,,,,,No,,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",58,DR, PT , 19 ,,"38,812",,797,,0,,0,,0,,0,,0,,0,,,"420,751",,"8,891",,0,,0,,0,,0,,0,,,10.84,,11.16,,,,,,,,,,,,No,,,,
Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,40094,State Government Unit or Department of Transportation,Full Reporter,"2,148,346",58,DR, PT , 1 ,,207,,0,,0,,0,,0,,0,,0,,0,,,"378,472",,0,,0,,0,,0,,0,,0,,,1828.37,,,,,,,,,,,,,,No,,,,
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,"135,267",57,DR, PT , 5 ,,0,,"6,776",,0,,0,,0,,0,,0,,0,,,0,,"127,495",,0,,0,,0,,0,,0,,,,,18.82,,,,,,,,,,,,No,,,,
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,"136,969",57,MB, PT , 38 ,,"197,896",,"77,290",,0,,0,,0,,0,,0,,0,,,"1,020,275",,"215,310",,0,,0,,0,,0,,0,,,5.16,,2.79,,,,,,,,,,,,No,,,,
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,"135,267",57,VP, PT , 35 ,,0,,"21,262",,0,,0,,0,,0,,0,,0,,,0,,"220,710",,0,,0,,0,,0,,0,,,,,10.38,,,,,,,,,,,,No,,,,
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,"136,969",57,DR, PT , 19 ,,0,,"58,891",,0,,0,,0,,0,,0,,0,,,0,,"971,271",,0,,0,,0,,0,,0,,,,,16.49,,,,,,,,,,,,No,,,,
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,"135,267",57,MB, PT , 17 ,,"82,457",,"46,296",,0,,0,,0,,0,,0,,0,,,"483,014",,"215,696",,0,,0,,0,,0,,0,,,5.86,,4.66,,,,,,,,,,,,No,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379",56,CR, PT , 40 ,,"2,235,435",,0,,0,,0,,0,,0,,0,,0,,,"1,015,219",,0,,0,,0,,0,,0,,0,,,0.45,,,,,,,,,,,,,,No,,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",56,DR, PT , 39 ,,"9,637",,"109,424",,0,,0,,0,,0,,0,,0,,,"378,399",,"897,170",,0,,0,,0,,0,,0,,,39.27,,8.20,,,,,,,,,,,,No,,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",56,CB, PT , 3 ,,"14,136",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379",56,MB, PT , 16 ,,"78,671",,0,,0,,0,,0,,0,,0,,0,,,"437,948",,0,,0,,0,,0,,0,,0,,,5.57,,,,,,,,,,,,,,No,,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",56,MB, PT , 14 ,,"232,189",,"19,870",,0,,0,,0,,0,,0,,0,,,"1,255,671",,"104,111",,0,,0,,0,,0,,0,,,5.41,,5.24,,,,,,,,,,,,No,,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359",55,CB, DO , 8 ,,0,,"24,647",,0,,0,,0,,0,,0,,0,,,0,,"176,612",,0,,0,,0,,0,,0,,,,,7.17,,,,,,,,,,,,No,,,,
"Hampton Jitney, Inc.",Calverton,NY,2217,20217,Private-For-Profit Corporation,Full Reporter,"18,351,295",55,CB, DO , 55 ,,"361,580",,0,,0,,0,,0,,0,,0,,0,,,"3,051,413",,0,,0,,0,,0,,0,,0,,,8.44,,,,,,,,,,,,,,No,,,,
"Ames Transit Agency, dba: CyRide",Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",55,MB, DO , 55 ,,"278,928",,"10,224",,0,,0,,"22,195",,0,,0,,0,,,"1,347,123",,"38,288",,0,,0,,0,,0,,0,,,4.83,,3.74,,,,,,,,,,,,No,,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359",55,DR, DO , 47 ,,0,,"137,393",,0,,0,,0,,0,,0,,"1,216",,,0,,"1,157,962",,0,,0,,0,,0,,"2,584",,,,,8.43,,,,,,,,,,2.13,,No,,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",55,MB, DO , 42 ,,"183,489",,0,,0,,0,,0,,0,,0,,0,,,"950,419",,0,,0,,0,,0,,0,,0,,,5.18,,,,,,,,,,,,,,No,,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",55,SR, DO , 3 ,,0,,0,,0,,0,,0,,0,,"208,000",,0,,,0,,0,,0,,0,,0,,"16,636",,0,,,,,,,,,,,,,0.08,,,,No,,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",55,DR, PT , 10 ,,0,,"23,550",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,4180,40180,University,Full Reporter,"128,754",54,MB, DO , 54 ,,"126,643",,0,,0,,0,,0,,0,,0,,"1,023,548",,,"406,411",,0,,0,,0,,0,,0,,"268,626",,,3.21,,,,,,,,,,,,0.26,,No,,,,
San Bernardino County Transportation Authority,San Bernardino,CA,,90302,"MPO, COG or Other Planning Agency",Full Reporter,"1,932,666",54,VP, PT , 54 ,,0,,"56,366",,0,,0,,0,,0,,0,,0,,,0,,"767,011",,0,,0,,0,,0,,0,,,,,13.61,,,,,,,,,,,,No,,,,
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"210,111",54,MB, DO , 37 ,,"353,096",,"11,227",,0,,0,,0,,0,,0,,0,,,"1,567,449",,"112,871",,0,,0,,0,,0,,0,,,4.44,,10.05,,,,,,,,,,,,No,,,,
Saginaw Transit Authority Regional Service,Saginaw,MI,5039,50039,Independent Public Agency or Authority of Transit Service,Full Reporter,"126,265",54,DR, DO , 28 ,,"13,292",,"25,846",,0,,0,,0,,0,,0,,0,,,"109,614",,"295,791",,0,,0,,0,,0,,0,,,8.25,,11.44,,,,,,,,,,,,No,,,,
Saginaw Transit Authority Regional Service,Saginaw,MI,5039,50039,Independent Public Agency or Authority of Transit Service,Full Reporter,"126,265",54,MB, DO , 26 ,,"116,430",,0,,0,,0,,0,,0,,0,,0,,,"532,415",,0,,0,,0,,0,,0,,0,,,4.57,,,,,,,,,,,,,,No,,,,
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"210,111",54,DR, PT , 17 ,,0,,"34,066",,0,,0,,0,,0,,0,,0,,,0,,"258,886",,0,,0,,0,,0,,0,,,,,7.60,,,,,,,,,,,,No,,,,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,4180,40180,University,Full Reporter,"128,754",54,DR, DO , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation",Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,"212,195",53,DR, DO , 43 ,,"6,707",,"56,222",,0,,0,,0,,0,,0,,0,,,"72,859",,"590,523",,0,,0,,0,,0,,0,,,10.86,,10.50,,,,,,,,,,,,No,,,,
Western Reserve Transit Authority,Youngstown,OH,5024,50024,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,550",53,MB, DO , 38 ,,"294,444",,"31,941",,0,,0,,0,,0,,0,,0,,,"1,516,676",,"218,541",,0,,0,,0,,0,,0,,,5.15,,6.84,,,,,,,,,,,,No,,,,
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",53,MB, DO , 35 ,,0,,"174,786",,0,,"254,323",,0,,0,,0,,"232,320",,,0,,"1,066,275",,0,,"1,114,526",,0,,0,,"73,261",,,,,6.10,,,,4.38,,,,,,0.32,,No,,,,
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",53,DR, DO , 18 ,,0,,"66,100",,0,,0,,0,,0,,0,,0,,,0,,"614,419",,0,,0,,0,,0,,0,,,,,9.30,,,,,,,,,,,,No,,,,
Western Reserve Transit Authority,Youngstown,OH,5024,50024,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,550",53,DR, DO , 15 ,,"5,661",,"56,096",,0,,0,,0,,0,,0,,0,,,"60,925",,"506,336",,0,,0,,0,,0,,0,,,10.76,,9.03,,,,,,,,,,,,No,,,,
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation",Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,"212,195",53,MB, DO , 10 ,,"38,009",,"15,858",,0,,0,,0,,0,,0,,0,,,"166,454",,"89,015",,0,,0,,0,,0,,0,,,4.38,,5.61,,,,,,,,,,,,No,,,,
"Broome County, dba: Department of Transportation/BC Transit",Binghamton,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"158,084",52,DR, DO , 8 ,,0,,"29,225",,0,,0,,0,,0,,0,,0,,,0,,"698,318",,0,,0,,0,,0,,0,,,,,23.89,,,,,,,,,,,,No,,,,
"Broome County, dba: Department of Transportation/BC Transit",Binghamton,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"158,084",52,DR, PT , 7 ,,0,,"29,739",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
Alamo Area Council of Governments,San Antonio,TX,6130,60130,"MPO, COG or Other Planning Agency",Full Reporter,"1,758,210",52,DR, DO , 52 ,,0,,"252,960",,0,,0,,0,,0,,0,,0,,,0,,"2,038,380",,0,,0,,0,,0,,0,,,,,8.06,,,,,,,,,,,,No,,,,
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,"70,585",52,MB, DO , 38 ,,"16,849",,0,,"9,248",,0,,0,,0,,0,,0,,,"181,971",,0,,0,,0,,0,,0,,0,,,10.80,,,,0.00,,,,,,,,,,No,,,,
"Broome County, dba: Department of Transportation/BC Transit",Binghamton,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"158,084",52,MB, DO , 37 ,,"234,782",,0,,0,,0,,0,,0,,0,,0,,,"1,271,371",,0,,0,,0,,0,,0,,0,,,5.42,,,,,,,,,,,,,,No,,,,
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566",52,MB, DO , 37 ,,"247,384",,0,,0,,0,,0,,0,,0,,0,,,"1,243,893",,0,,0,,0,,0,,0,,0,,,5.03,,,,,,,,,,,,,,No,,,,
South Bend Public Transportation Corporation,South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,"278,165",52,MB, DO , 36 ,,"112,822",,0,,0,,"220,487",,0,,0,,0,,0,,,"519,425",,0,,0,,"829,646",,0,,0,,0,,,4.60,,,,,,3.76,,,,,,,,No,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661",52,MB, DO , 35 ,,"292,320",,885,,0,,0,,0,,0,,0,,"129,602",,,"1,352,109",,0,,0,,0,,0,,0,,"64,367",,,4.63,,0.00,,,,,,,,,,0.50,,No,,,,
"County of Rockland , dba: Public Transportation - Transport of Rockland",New City,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",52,MB, PT , 33 ,,"410,269",,"17,952",,0,,0,,0,,0,,0,,0,,,"2,083,028",,"125,198",,0,,0,,0,,0,,0,,,5.08,,6.97,,,,,,,,,,,,No,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,"110,621",52,MB, DO , 30 ,,"25,746",,0,,0,,"230,072",,0,,0,,0,,0,,,"168,727",,0,,0,,"984,988",,0,,0,,0,,,6.55,,,,,,4.28,,,,,,,,No,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,"110,621",52,DR, DO , 20 ,,"7,118",,0,,0,,"72,587",,0,,0,,0,,0,,,"50,455",,0,,0,,"460,341",,0,,0,,0,,,7.09,,,,,,6.34,,,,,,,,No,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,"110,621",52,CB, DO , 2 ,,"11,996",,0,,0,,0,,0,,0,,0,,0,,,"65,479",,0,,0,,0,,0,,0,,0,,,5.46,,,,,,,,,,,,,,No,,,,
"County of Rockland , dba: Public Transportation - Transport of Rockland",New City,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",52,DR, DO , 19 ,,0,,"56,093",,0,,0,,0,,0,,0,,0,,,0,,"2,963,794",,0,,0,,0,,0,,0,,,,,52.84,,,,,,,,,,,,No,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661",52,DR, PT , 17 ,,0,,"49,911",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
South Bend Public Transportation Corporation,South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,"278,165",52,DR, DO , 16 ,,0,,"47,728",,0,,0,,0,,0,,0,,0,,,"11,914",,"291,979",,0,,0,,0,,0,,0,,,,,6.12,,,,,,,,,,,,No,,,,
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566",52,DR, DO , 15 ,,"35,699",,0,,0,,0,,0,,0,,0,,0,,,"499,794",,0,,0,,0,,0,,0,,0,,,14.00,,,,,,,,,,,,,,No,,,,
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,"70,585",52,DR, DO , 14 ,,"48,265",,0,,0,,0,,0,,0,,0,,0,,,"319,632",,0,,0,,0,,"165,004",,0,,0,,,6.62,,,,,,,,,,,,,,No,,,,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,5092,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,677",51,DR, PT , 5 ,,0,,"13,608",,0,,0,,0,,0,,0,,0,,,0,,"113,022",,0,,0,,0,,0,,0,,,,,8.31,,,,,,,,,,,,No,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",51,DR, PT , 5 ,,0,,"12,137",,0,,0,,0,,0,,0,,0,,,0,,"245,402",,0,,0,,0,,0,,0,,,,,20.22,,,,,,,,,,,,No,,,,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,5092,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,677",51,MB, PT , 42 ,,0,,"8,908",,0,,0,,"290,776",,0,,0,,0,,,"943,821",,"816,345",,0,,0,,0,,0,,0,,,,,91.64,,,,,,,,,,,,No,,,,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,5092,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,677",51,DR, TX , 4 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"Chelan Douglas PTBA , dba: Link Transit",Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227",51,MB, DO , 31 ,,"151,067",,"106,487",,0,,0,,0,,0,,0,,"73,440",,,"920,141",,"811,567",,0,,0,,0,,0,,"347,586",,,6.09,,7.62,,,,,,,,,,4.73,,No,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",51,VP, PT , 30 ,,0,,"34,904",,0,,0,,0,,0,,0,,0,,,0,,"505,717",,0,,0,,0,,0,,0,,,,,14.49,,,,,,,,,,,,No,,,,
"Chelan Douglas PTBA , dba: Link Transit",Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227",51,DR, PT , 3 ,,0,,"5,028",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",51,VP, PT , 22 ,,0,,"17,237",,0,,0,,0,,0,,0,,0,,,0,,"392,385",,0,,0,,0,,0,,0,,,,,22.76,,,,,,,,,,,,No,,,,
"Chelan Douglas PTBA , dba: Link Transit",Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227",51,DR, DO , 17 ,,0,,"39,569",,0,,0,,0,,0,,0,,0,,,0,,"223,036",,0,,0,,"136,581",,0,,0,,,,,5.64,,,,,,,,,,,,No,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",51,MB, PT , 16 ,,0,,"4,210",,0,,"205,519",,0,,0,,0,,0,,,0,,0,,0,,"706,649",,0,,0,,0,,,,,0.00,,,,3.44,,,,,,,,No,,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",51,DR, DO , 15 ,,"34,257",,"4,734",,"11,220",,0,,0,,0,,0,,0,,,"359,700",,0,,0,,0,,"112,787",,0,,0,,,10.50,,0.00,,0.00,,,,,,,,,,No,,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",51,MB, DO , 14 ,,"129,657",,0,,0,,0,,0,,0,,0,,0,,,"991,578",,0,,0,,0,,0,,0,,0,,,7.65,,,,,,,,,,,,,,No,,,,
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,"296,863",50,DR, DO , 26 ,,"32,923",,"91,659",,0,,0,,0,,0,,0,,0,,,"280,556",,"552,035",,0,,0,,0,,0,,0,,,8.52,,6.02,,,,,,,,,,,,No,,,,
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,"296,863",50,MB, DO , 24 ,,"283,319",,0,,0,,0,,0,,0,,0,,0,,,"1,118,022",,0,,0,,0,,0,,0,,0,,,3.95,,,,,,,,,,,,,,No,,,,
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,3091,30091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"88,542",49,DR, DO , 9 ,,"12,782",,"9,787",,0,,0,,0,,0,,0,,0,,,"159,752",,"108,829",,0,,0,,0,,0,,0,,,12.50,,11.12,,,,,,,,,,,,No,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",49,RB, DO , 6 ,,0,,0,,0,,"194,531",,0,,0,,0,,0,,,0,,0,,0,,"181,734",,0,,0,,0,,,,,,,,,0.93,,,,,,,,No,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",49,MB, DO , 5 ,,0,,"47,442",,0,,0,,0,,0,,0,,0,,,0,,"121,929",,0,,0,,0,,0,,0,,,,,2.57,,,,,,,,,,,,No,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",49,DR, DO , 44 ,,0,,"168,205",,0,,0,,0,,0,,0,,0,,,0,,"1,361,937",,0,,0,,0,,0,,0,,,,,8.10,,,,,,,,,,,,No,,,,
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,3091,30091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"88,542",49,MB, DO , 40 ,,"269,406",,"2,626",,0,,0,,0,,0,,0,,"19,861",,,"971,215",,0,,0,,0,,0,,0,,"11,563",,,3.61,,0.00,,,,,,,,,,0.58,,No,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",49,DR, PT , 3 ,,0,,"3,639",,0,,0,,0,,0,,0,,0,,,0,,"77,960",,0,,0,,0,,0,,0,,,,,21.42,,,,,,,,,,,,No,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",49,MB, DO , 28 ,,0,,0,,0,,"406,678",,"3,748",,0,,0,,0,,,"19,412",,0,,0,,"1,652,800",,0,,0,,0,,,,,,,,,4.06,,,,,,,,No,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",49,MB, PT , 2 ,,"1,045",,0,,"3,249",,0,,0,,0,,0,,0,,,"11,874",,0,,0,,0,,"7,643",,0,,0,,,11.36,,,,0.00,,,,,,,,,,No,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",49,DR, TX , 10 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Nebraska Department of Transportation ,Lincoln,NE,,70275,State Government Unit or Department of Transportation,Full Reporter,"725,008",48,VP, PT , 48 ,,0,,"47,997",,0,,0,,0,,0,,0,,0,,,0,,"631,003",,0,,0,,0,,0,,0,,,,,13.15,,,,,,,,,,,,No,,,,
"Washington County Transportation Authority, dba: Freedom Transit",Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",47,MB, PT , 7 ,,"44,114",,"12,296",,0,,0,,0,,0,,0,,0,,,"281,448",,"56,928",,0,,0,,0,,0,,0,,,6.38,,4.63,,,,,,,,,,,,No,,,,
Greater New Haven Transit District,Hamden,CT,1049,10049,Independent Public Agency or Authority of Transit Service,Full Reporter,"562,839",47,DR, DO , 47 ,,0,,"239,724",,0,,0,,0,,0,,0,,0,,,0,,"1,763,172",,0,,0,,0,,0,,0,,,,,7.36,,,,,,,,,,,,No,,,,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,2204,20204,Private-Non-Profit Corporation,Full Reporter,"5,441,567",47,DR, DO , 47 ,,"1,597",,"84,288",,0,,0,,0,,0,,0,,0,,,"139,520",,"533,260",,0,,0,,0,,0,,0,,,87.36,,6.33,,,,,,,,,,,,No,,,,
