NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
5R01-50502,5R01-008,City of Galesburg,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,55 W Tompkins St,,,Galesburg,IL,61401,4400,5,http://www.ci.galesburg.il.us,,X5FADJ8N4NL9,,,,,,,,,8,,8,,,Tier II,,,  
5R01-55307,,Sangamon County,SMART,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,200 S 9Th St Rm 204,,,Springfield,IL,62701,1968,5,http://www.smartrides.org,,RJFZHS8UCLJ6,,,,,,,,,5,,5,,,Tier II,,,  
5R01-55313,,Marshall County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,122 N Prairie St Ste 1,,328,Lacon,IL,61540,1259,5,http://www.marshallcountyillinois.com,,H255AT5B6LA8,,,,,,,,,10,,10,,,Tier II,,,  
5R01-55315,,Douglas County (Illinois),,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,11021 E County Road 800 North,,,Charleston,IL,61920,8632,5,http://www.dialaridetransit.org/home.html,,KNRAPLW1JYJ5,,,,,,,,,3,,3,,,Tier II,,,  
5R01-55316,,Jersey County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,200 N Lafayette St Ste 5,,,Jerseyville,IL,62052,1680,5,http://ilvalley-edc.org/transportation/,,MG9YRVPTL343,,,,,,,,,15,,15,,,Tier II,,,  
5R02,5R02,Indiana Department of Transportation,INDOT,,State Reporter,Rural,,,,,12/31/2021,4/30/2022,100 N Senate Ave,"100 Senate Avenue, Room N955",,Indianapolis,IN,46204,2273,5,http://www.in.gov/indot/,1189,JGG2ZJCXBMY3,,,,,,,,,,,,,,Tier II,92,67," $105,926 "
5R02-40469,5R02-045,"Miller Transportation Bus Services, Inc.",,,Rural Reporter,Rural,Private-For-Profit Corporation,5R02,Indiana Department of Transportation,Intercity Bus,12/31/2021,4/30/2022,4045 Park 65 Dr,,,Indianapolis,KY,46254,2568,4,http://www.hoosierride.com,1189,QJB2B8DH1B76,,,,,,,,,,,,,,Tier II,,,  
5R02-50230,5R02-011,Boone County Commissioners,BATS,Boone Area Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,515 Crown Pointe Drive,,,Lebanon,IN,46052,8335,5,http://www.booneseniors.org,1189,,,,,,,,,,10,,10,,,Tier II,,,  
5R02-50246,5R02-012,Marshall County Commissioners,,Marshall County Rural Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,9675 King Rd,,216,Plymouth,IN,46563,9075,5,https://marshallcountycouncilonaging.org/services/#transportation,1189,ZXN6F7WDWKD4,,,,,,,,,9,,9,,,Tier II,,,  
5R02-50248,5R02-043,Steuben County Commissioners,STAR,Steuben County Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,317 S Wayne St Ste 2 J,Ste 1-B,,Angola,IN,46703,1958,5,http://www.steubencoa.org/transportation,1189,LR15P9W5BDK1,,,,,,,,,4,,4,,,Tier II,,,  
5R02-50249,5R02-014,City of Richmond,,RoseView Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,50 N 5Th St Ste Xx,,,Richmond,IN,47374,4247,5,http://www.richmondindiana.gov,1189,QEU3QCC61JU8,,,,,,,,,9,,9,,,Tier II,,,  
5R02-50272,5R02-013,Madison County Council of Governments,TRAM,Transportation for Rural Areas of Madison County ,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,16 E 9Th St,,,Anderson,IN,46016,1598,5,http://www.mccog.net,1189,YBJAD11KZG96,,,,,,,,,3,,3,,,Tier II,,,  
5R02-50276,5R02-032,Southern Indiana Development Commission,,Ride Solution,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,405 Jfk Ave,,367,Loogootee,IN,47553,,5,http://www.ridesolution.org,1189,WM3NCW77AJE8,,,,,,,,,85,,85,,,Tier II,,,  
5R02-50280,5R02-042,Rush County Commissioners,Ride Rush,Rush County Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,101 E 2Nd St Rm 212,,,Rushville,IN,46173,1800,5,http://www.riderush.org/,1189,LXYCJJWERTF5, 304 ,"70,002",,,,,,,5,,5,,,Tier II,,,  
5R02-50281,5R02-002,Cass County Commissioners,,Cass Area Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,115 S. 6Th Street,,,Logansport,IN,46947,2752,5,http://www.casstransit.com,1189,,,,,,,,,,23,,23,,,Tier II,,,  
5R02-50289,5R02-016,Kosciusko County Commissioners,KABS,Kosciusko Area Bus Service ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,100 W Center St Courthouse Rm 220,,,Warsaw,IN,46580,2846,5,http://www.cardinalservices.org/Services,1189,YZXAAA8REA77,,,,,,,,,8,,8,,,Tier II,,,  
5R02-50302,5R02-022,City of Washington,WTS,Washington Transit System ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,101 Ne 3Rd St,,,Washington,IN,47501,2937,5,http://www.washington.in.us/,1189,DMHGA9M29GQ8,,,,,,,,,1,,1,,,Tier II,,,  
5R02-50305,5R02-044,LaGrange County Commissioners,LCAT,LaGrange County Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,410 E Central Ave,,,Lagrange,IN,46761,2328,5,http://www.lagrangecoa.org,1189,NDULTSEPREF8,,,,,,,,,9,,9,,,Tier II,,,  
5R02-50307,5R02-037,Jay County Commissioners,,The New Interurban ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,1701 S Pilgrim Blvd,,,Yorktown,IN,47396,9280,5,https://www.lifestreaminc.org/,1189,E8Z2K8SR5V14,,,,,,,,,18,,18,,,Tier II,,,  
5R02-50308,5R02-020,Monroe County Commissioners,,Rural Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,631 W Edgewood Dr,,,Ellettsville,IN,47429,1134,5,http://www.area10agency.org/ruraltransit,1189,VXTKMLPLTEY1,,,,,,,,,18,,18,,,Tier II,,,  
5R02-50324,5R02-026,Historic Hoosier Hills,,Catch-a-Ride ,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,13091 Benedict Dr,,,Dillsboro,IN,47018,8480,5,https://www.lifetime-resources.org/,1189,R759K5CRYG95,,,,,,,,,21,,21,,,Tier II,,,  
5R02-50330,5R02-041,DeKalb County Commissioners,DART,Dekalb Area Rural Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,1800 E. 7Th Street,,,Auburn,IN,46706,2516,5,https://www.dccoa.net/,1189,,,,,,,,,,5,,5,,,Tier II,,,  
5R02-50347,5R02-031,Harrison County Commissioners,SITS,Southern Indiana Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,1099 Marci Ln,,547,Georgetown,IN,47122,9062,5,www.brsinc.org,1189,R4K2CDGP71H9,,,,,,,,,15,,15,,,Tier II,,,  
5R02-50354,5R02-009,City of Huntingburg,HTS,Huntingburg Transit System ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,508 E 4Th St,,10,Huntingburg,IN,47542,1319,5,http://www.huntingburg-in.gov,1189,SJFGNBLLBJQ5,,,,,,,,,2,,2,,,Tier II,,,  
5R02-50358,5R02-015,City of New Castle,,New Castle Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,201 South 25Th Street,,,New Castle,IN,47362,,5,http://www.cityofnewcastle.net,1189,,,,,,,,,,4,,4,,,Tier II,,,  
5R02-50361,5R02-010,Huntington County Commissioners,HATS,Huntington Area Transportation Service ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,201 N Jefferson St Rm 102,,,Huntington,IN,46750,2841,5,https://www.huntingtoncountycoa.org/about-us/,1189,XW4XKMEFVVW6,,,,,,,,,10,,10,,,Tier II,,,  
5R02-50365,5R02-017,Tippecanoe County Commissioners,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,660 N 36Th St,,4727,Lafayette,IN,47905,4474,5,https://www.areaivagency.org/Services/Transportation/TippecanoeCounty.aspx,1189,L8VLTCRHVLM1,,,,,,,,,3,,3,,,Tier II,,,  
5R02-50387,5R02-038,Union County Commissioners,,Union County Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,26 W Union St,,333,Liberty,IN,47353,1347,5,https://unioncountytransit.org/,1189,EFJZL6KLTHX8,,,,,,,,,5,,5,,,Tier II,,,  
5R02-50389,5R02-019,Orange County Commissioners,,Orange County Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,986 W Hospital Rd,West Main St.,,Paoli,IN,47454,9668,5,http://www.firstchancecenter.com,1189,G7WAFTH4CHM4,,,,,,,,,5,,5,,,Tier II,,,  
5R02-50392,5R02-024,Knox County Commissioners,,VanGo ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,111 N 7Th St Ste 5,,,Vincennes,IN,47591,2040,5,https://vincennesymca.org/our-focus/vango/,1189,V2PHJYZUBX91,,,,,,,,,10,,10,,,Tier II,,,  
5R02-50399,5R02-004,Fayette Community Commissioners,,Fayette County Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,401 N Central Ave Ste 6,,,Connersville,IN,47331,1995,5,https://fayetteseniorcenter.com/,1189,DELTCE9MC871,,,,,,,,,8,,8,,,Tier II,,,  
5R02-50403,5R02-029,Wells County Commissioners,WOW,Wells on Wheels ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,225 West Water Street,,,Bluffton,IN,46714,1962,5,http://www.councilonaginginc.com,1189,,,,,,,,,,6,,6,,,Tier II,,,  
5R02-50407,5R02-001,City of Bedford,TASC,Transit Authority of Stone City ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,508 E 4Th Street,,10,Bedford,IN,47421,,5,http://www.bedford.in.us,1189,,,,,,,,,,4,,4,,,Tier II,,,  
5R02-50422,5R02-021,Noble County Commissioners,NTS,Noble Transit System ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,101 N Orange St,,,Albion,IN,46701,1052,5,http://noblecocouncilonagin.tripod.com/,1189,RALQJYNRDBB9,,,,,,,,,11,,11,,,Tier II,,,  
5R02-50441,5R02-030,Wabash County Commissioners,,Wabash County Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,1 W Hill St Ste 103,,,Wabash,IN,46992,3167,5,http://www.livingwellinwabashcounty.org/,1189,F4NAJFJC5TB3,,,,,,,,,3,,3,,,Tier II,,,  
5R02-50444,5R02-028,White County Commissioners,,White County Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,921 Executive Dr,,421,Monticello,IN,47960,3303,5,http://www.areaivagency.org/Services/Transportation/WhiteCounty.aspx,1189,LK8BL461T7E4,,,,,,,,,4,,4,,,Tier II,,,  
5R02-50454,5R02-023,Miami County Commissioners,,YMCA - Miami County Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,25 N Broadway,,,Peru,IN,46970,2250,5,https://www.mcymca.org,1189,E11PK6A1MB95,,,,,,,,,12,,12,,,Tier II,,,  
5R02-50468,5R02-039,Whitley County Commissioners,,Whitley County Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,220 W. Van Buren St.,,,Columbia City,IN,46725,,5,www.whitleycountycouncilonaging.com,1189,,,,,,,,,,7,,7,,,Tier II,,,  
5R02-50483,5R02-005,Franklin County Commissioners,,Franklin County Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,1010 Franklin Ave Rm 103,,,Brookville,IN,47012,1089,5,https://franklincountytransit.com/,1189,ETN8QVA981S7,,,,,,,,,6,,6,,,Tier II,,,  
5R02-50484,5R02-006,Fulton County Commissioners,TRANSPO,Fulton County Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,125 E 9 St Rm 120,,,Rochester,IN,46975,1547,5,www.fultoncountycommunitycenter.com/transpo/,1189,KQKUYB6LMPY7,,,,,,,,,7,,7,,,Tier II,,,  
5R02-50485,5R02-027,City of Marion ,MTS,Marion Transit System ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,301 S. Branson St.,,,Marion,IN,46953,2404,5,https://cityofmarion.in.gov/government/departments/transportation,1189,C9YKQHYW45Q1,,,,,,,,,6,,6,,,Tier II,,,  
5R02-50493,5R02-040,West Central Indiana Economic Development District ,WCIEDD,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,2800 Poplar St Ste 9A,Suite 9A,,Terre Haute,IN,47803,2659,5,https://www.westcentralin.com/aaa_transit.html,1189,GB3EFGNNMBZ5,,,,,,,,,5,,5,,,Tier II,,,  
5R02-50499,5R02-003,Clinton County Commissioners,,Clinton County Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,125 Courthouse Sq,,,Frankfort,IN,46041,1942,5,http://www.clintonpprc.weebly.com,1189,F4GEVXVH7EE1,,,,,,,,,7,,7,,,Tier II,,,  
5R02-50501,5R02-018,City of Seymour,,Seymour Public Transit ,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,301 N Chestnut St,,,Seymour,IN,47274,2105,5,http://seymourcity.com/departments/seymour-transit/,1189,K6DXJ87F1GV7,,,,,,,,,4,,4,,,Tier II,,,  
5R02-55309,3R05-027,Barons Bus INC,,,Rural Reporter,Rural,Private-For-Profit Corporation,5R02,Indiana Department of Transportation,Intercity Bus,12/31/2021,4/30/2022,13315 Brookpark Rd,,31088,Brookpark,OH,44142,1822,5,http://www.baronsbus.com,1189,VBAKDG7HVKK3,,,,,,,,,,,,,,Tier II,,,  
5R02-55310,5R02-035,Kankakee-Iroquois Regional Planning Commission,KIRPC,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2021,4/30/2022,115 E Fourth St,,127,Monon,IN,47959,0,5,http://www.kirpc.net,1189,GUF7SEP3EMY8,,,,,,,,,17,,17,,,Tier II,,,  
5R02-70116,7R03-037,Burlington Stage Lines,Burlington Trailways,,Rural Reporter,Rural,Private-For-Profit Corporation,5R02,Indiana Department of Transportation,Intercity Bus,12/31/2021,4/30/2022,906 Broadway St,,,West Burlington,IA,52655,1627,7,http://burlingtontrailways.com/,1815,J48LKZLWY1M6,,,,,,,,,,,,,,Tier II,,,  
5R03,5R03,Michigan Department of Transportation,MDOT,,State Reporter,Rural,,,,,9/30/2021,1/31/2022,425 W Ottawa St 4Th Fl,425 W. Ottawa Street,30050,Lansing,MI,48933,1532,5,http://www.michigan.gov/mdot/,1207,NVZJM5MJ2MB6,,,,,,,,,,,,,,Tier II,83,74," $972,100 "
5R03-44981,,"Miller Transportation, Inc.",,,Rural Reporter,Rural,Private-For-Profit Corporation,5R03,Michigan Department of Transportation,Intercity Bus,9/30/2021,1/31/2022,111 Outer Loop,,,Louisville,KY,40214,5568,4,https://millertransportation.com,,WGLTHZ46JV23,,,,,,,,,,,,,,Tier II,,,  
5R03-50188,3R05-027,Baron's Bus Inc.,,,Rural Reporter,Rural,Private-For-Profit Corporation,5R03,Michigan Department of Transportation,Intercity Bus,9/30/2021,1/31/2022,13315 Brookpark Rd,,,Brookpark,OH,44142,1822,5,http://www.baronsbus.com/,,VBAKDG7HVKK3,,,,,,,,,,,,,,Tier II,,,  
5R03-50217,5R03-041,Iosco Transit Corporation,ITC,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R03,Michigan Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,1036 N. Aulerich ,,,East Tawas,MI,48730,,5,http://www.tawas.com,1207,,,,,,,,,,6,,6,,,Tier II,,,  
5R03-50224,5R03-019,Caro Transit Authority,CTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022, ,,325,Caro,MI,48723,,5,www.hdc-caro.org,1207,,,,,,,,,,15,,15,,,Tier II,,,  
5R03-50225,5R03-008,Arenac County,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,4358 Airpark Dr,,,Standish,MI,48658,9447,5,http://www.baymetro.com,1207,PW2BGKNVKH27,,,,,,,,,8,,8,,,Tier II,,,  
5R03-50227,5R03-065,Shiawassee Area Transportation Agency,SATA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,180 North Delaney Road,,,Owosso,MI,48867,,5,http://www.shiawasseechamber.org,1207,,,,,,,,,,16,,16,19,23,Tier II,,,  
5R03-50233,5R03-068,Thunderbay Transportation Authority,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,3020 Us 23 South,,,Alpena,MI,49707,,5,http://www.thunderbaytransportation.com,1207,,,,,,,,,,20,,20,,,Tier II,,,  
