Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,1
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,"217,630",70,DR, DO , 61 ,,"83,996",,"113,293",,0,,0,,0,,0,,0,,0,,,"1,252,462",,"798,890",,0,,0,,0,,0,,0,,,14.91,,7.05,,,,,,,,,,,,No,,,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295",70,MB, DO , 58 ,,"247,819",,0,,0,,0,,0,,0,,0,,0,,,"756,620",,0,,0,,0,,0,,0,,0,,,3.05,,,,,,,,,,,,,,No,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535",70,MB, PT , 36 ,,"292,253",,0,,0,,0,,0,,0,,0,,0,,,"1,373,921",,0,,0,,0,,0,,0,,0,,,4.70,,,,,,,,,,,,,,No,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535",70,DR, PT , 34 ,,0,,"118,919",,0,,0,,0,,0,,0,,0,,,0,,"816,302",,0,,0,,0,,0,,0,,,,,6.86,,,,,,,,,,,,No,,,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295",70,FB, DO , 12 ,,"2,244,162",,0,,0,,0,,0,,0,,0,,0,,,"474,417",,0,,0,,0,,0,,0,,0,,,0.21,,,,,,,,,,,,,,No,,,
Kentuckiana Regional Planning and Development Agency,Louisville,KY,4196,40196,"MPO, COG or Other Planning Agency",Full Reporter,"972,546",69,VP, DO , 69 ,,0,,"86,233",,0,,0,,0,,0,,0,,0,,,0,,"866,451",,0,,0,,"387,863",,0,,0,,,,,10.05,,,,,,,,,,,,No,,,
SouthWest Transit,Eden Prairie,MN,5221,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,650,890",69,MB, PT , 52 ,,"339,315",,0,,0,,0,,0,,0,,0,,0,,,"1,636,715",,0,,0,,0,,0,,0,,0,,,4.82,,,,,,,,,,,,,,No,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",69,VP, PT , 37 ,,0,,"41,055",,0,,0,,0,,0,,0,,0,,,0,,"488,784",,0,,0,,0,,0,,0,,,,,11.91,,,,,,,,,,,,No,,,
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419",69,CB, PT , 31 ,,"386,716",,0,,0,,0,,0,,0,,0,,0,,,"1,453,084",,0,,0,,0,,0,,0,,0,,,3.76,,,,,,,,,,,,,,No,,,
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419",69,MB, PT , 28 ,,"331,751",,0,,0,,0,,0,,0,,0,,0,,,"1,558,140",,0,,0,,0,,0,,0,,0,,,4.70,,,,,,,,,,,,,,No,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",69,MB, DO , 17 ,,"136,916",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
SouthWest Transit,Eden Prairie,MN,5221,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,650,890",69,DR, PT , 17 ,,"19,937",,"48,951",,0,,0,,0,,0,,0,,0,,,"188,806",,"338,728",,0,,0,,0,,0,,0,,,9.47,,6.92,,,,,,,,,,,,No,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",69,DR, DO , 15 ,,"38,864",,"6,149",,"11,723",,0,,0,,0,,0,,0,,,"1,110,362",,0,,0,,0,,"133,405",,0,,0,,,28.57,,0.00,,0.00,,,,,,,,,,No,,,
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419",69,DR, PT , 10 ,,"6,094",,"59,980",,0,,0,,0,,0,,0,,0,,,0,,"290,931",,0,,0,,0,,0,,0,,,0.00,,4.85,,,,,,,,,,,,No,,,
Duluth Transit Authority,Duluth,MN,5025,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,"120,378",68,DR, PT , 8 ,,0,,"34,768",,0,,0,,0,,0,,0,,0,,,0,,"242,024",,0,,0,,0,,0,,0,,,,,6.96,,,,,,,,,,,,No,,,
Duluth Transit Authority,Duluth,MN,5025,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,"120,378",68,MB, DO , 60 ,,"427,093",,0,,0,,0,,0,,0,,0,,"333,120",,,"2,056,700",,0,,0,,0,,0,,0,,"106,576",,,4.82,,,,,,,,,,,,0.32,,No,,,
County of Howard,Ellicott City,MD,3048,30048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",68,MB, PT , 25 ,,"471,173",,"174,636",,0,,0,,0,,0,,0,,"51,168",,,"1,529,692",,"336,520",,0,,0,,0,,0,,"56,337",,,3.25,,1.93,,,,,,,,,,1.10,,No,,,
County of Howard,Ellicott City,MD,3048,30048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",68,DR, PT , 21 ,,0,,"134,922",,0,,0,,0,,0,,0,,0,,,0,,"1,329,508",,0,,0,,0,,0,,0,,,,,9.85,,,,,,,,,,,,No,,,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316",67,MB, DO , 52 ,,0,,"16,159",,0,,"165,580",,"232,692",,0,,0,,0,,,"1,036,565",,"106,662",,0,,"506,562",,0,,0,,0,,,,,6.60,,,,,,,,,,,,No,,,
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968",67,MB, PT , 49 ,,"356,664",,0,,0,,0,,0,,0,,0,,0,,,"2,046,035",,0,,0,,0,,0,,0,,0,,,5.74,,,,,,,,,,,,,,No,,,
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",Pensacola,FL,4038,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"340,067",67,MB, DO , 36 ,,"346,408",,0,,0,,0,,0,,0,,0,,0,,,"1,577,971",,0,,0,,0,,0,,0,,0,,,4.56,,,,,,,,,,,,,,No,,,
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",Pensacola,FL,4038,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"340,067",67,DR, PT , 31 ,,0,,"122,393",,0,,0,,0,,0,,0,,0,,,0,,"1,164,313",,0,,0,,0,,0,,0,,,,,9.51,,,,,,,,,,,,No,,,
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968",67,DR, PT , 18 ,,0,,"23,165",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316",67,DR, DO , 15 ,,0,,"83,943",,0,,0,,0,,0,,0,,0,,,0,,"515,788",,0,,0,,0,,0,,0,,,,,6.14,,,,,,,,,,,,No,,,
"Washington County Transportation Authority, dba: Freedom Transit",Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",66,MB, PT , 8 ,,"48,802",,"13,467",,0,,0,,0,,0,,0,,0,,,"295,251",,"61,931",,0,,0,,0,,0,,0,,,6.05,,4.60,,,,,,,,,,,,No,,,
"Washington County Transportation Authority, dba: Freedom Transit",Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",66,DR, PT , 58 ,,0,,"249,872",,0,,0,,0,,0,,0,,0,,,0,,"1,918,679",,0,,0,,0,,0,,0,,,,,7.68,,,,,,,,,,,,No,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",66,DR, DO , 55 ,,0,,"179,857",,0,,0,,0,,0,,0,,0,,,0,,"1,560,072",,0,,0,,0,,0,,0,,,,,8.67,,,,,,,,,,,,No,,,
"County of Sonoma , dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",66,MB, PT , 41 ,,0,,"30,879",,0,,"383,629",,0,,0,,0,,"5,769",,,0,,"230,173",,0,,"1,826,422",,0,,0,,"8,711",,,,,7.45,,,,,,,,,,1.51,,No,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245",66,MB, DO , 36 ,,"207,945",,0,,0,,"256,478",,100,,"29,279",,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245",66,DR, DO , 30 ,,"94,986",,0,,0,,"94,780",,51,,0,,0,,0,,,"1,955,867",,0,,0,,"2,026,605",,0,,0,,0,,,20.59,,,,,,,,,,,,,,No,,,
"County of Sonoma , dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",66,DR, PT , 25 ,,0,,"90,459",,0,,0,,0,,0,,0,,0,,,0,,"813,145",,0,,0,,0,,0,,0,,,,,8.99,,,,,,,,,,,,No,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",66,MB, DO , 11 ,,0,,"71,692",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"Bergen County, dba: Bergen County Community Transportation",Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",65,DR, DO , 60 ,,0,,"127,454",,0,,0,,0,,0,,0,,0,,,0,,"942,781",,0,,0,,0,,0,,0,,,,,7.40,,,,,,,,,,,,No,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",65,MB, DO , 5 ,,0,,0,,0,,0,,"6,895",,0,,0,,0,,,"51,275",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"Bergen County, dba: Bergen County Community Transportation",Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",65,MB, DO , 5 ,,0,,"9,633",,0,,0,,0,,0,,0,,0,,,0,,"73,141",,0,,0,,0,,0,,0,,,,,7.59,,,,,,,,,,,,No,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",65,DR, DO , 47 ,,0,,"166,521",,0,,0,,0,,0,,0,,0,,,0,,"1,994,258",,0,,0,,0,,0,,0,,,,,11.98,,,,,,,,,,,,No,,,
Lakeland Area Mass Transit District ,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596",65,DR, DO , 35 ,,"13,432",,"133,997",,0,,0,,0,,0,,0,,0,,,"24,566",,"1,026,792",,0,,0,,0,,0,,0,,,1.83,,7.66,,,,,,,,,,,,No,,,
Lakeland Area Mass Transit District ,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596",65,MB, DO , 30 ,,"262,444",,"17,801",,0,,0,,0,,0,,0,,0,,,"1,152,544",,"81,566",,0,,0,,0,,0,,0,,,4.39,,4.58,,,,,,,,,,,,No,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",65,VP, DO , 13 ,,0,,"19,735",,0,,0,,0,,0,,0,,0,,,0,,"244,426",,0,,0,,0,,0,,0,,,,,12.39,,,,,,,,,,,,No,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,7015,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"472,870",64,MB, DO , 42 ,,"354,469",,0,,0,,0,,0,,0,,0,,0,,,"1,818,711",,0,,0,,0,,0,,0,,0,,,5.13,,,,,,,,,,,,,,No,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,7015,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"472,870",64,DR, DO , 22 ,,0,,"106,135",,0,,0,,0,,0,,0,,0,,,0,,"794,085",,0,,0,,0,,0,,0,,,,,7.48,,,,,,,,,,,,No,,,
"City of Arlington, dba: Handitran",Arlington,TX,6041,60041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",64,DR, DO , 17 ,,"25,106",,"18,615",,0,,0,,0,,0,,0,,0,,,"210,062",,"116,275",,0,,0,,0,,0,,0,,,8.37,,6.25,,,,,,,,,,,,No,,,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,4180,40180,University,Full Reporter,"128,754",63,DR, DO , 8 ,,0,,"7,597",,0,,0,,0,,0,,0,,"1,202",,,0,,"41,090",,0,,0,,0,,0,,"4,556",,,,,5.41,,,,,,,,,,3.79,,No,,,
DDOT - Progressive Transportation Services Administration,Washington,DC,3112,30112,State Government Unit or Department of Transportation,Full Reporter,"4,586,770",63,SR, PT , 6 ,,0,,0,,0,,0,,0,,0,,"1,614,000",,0,,,0,,0,,0,,0,,0,,"124,836",,0,,,,,,,,,,,,,0.08,,,,No,,,
DDOT - Progressive Transportation Services Administration,Washington,DC,3112,30112,State Government Unit or Department of Transportation,Full Reporter,"4,586,770",63,MB, PT , 57 ,,"376,532",,0,,0,,0,,0,,0,,0,,"1,010,235",,,"1,408,775",,0,,0,,0,,0,,0,,"223,093",,,3.74,,,,,,,,,,,,0.22,,No,,,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,4180,40180,University,Full Reporter,"128,754",63,MB, DO , 55 ,,"325,484",,0,,0,,0,,0,,0,,0,,0,,,"536,343",,0,,0,,0,,0,,0,,0,,,1.65,,,,,,,,,,,,,,No,,,
"City of Modesto , dba: Modesto Area Express",Modesto,CA,9007,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"358,172",63,MB, PT , 46 ,,"412,306",,0,,0,,0,,0,,0,,0,,655,,,"1,900,528",,0,,0,,0,,0,,0,,"32,798",,,4.61,,,,,,,,,,,,50.07,,No,,,
"City of Modesto , dba: Modesto Area Express",Modesto,CA,9007,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"358,172",63,DR, PT , 12 ,,"45,479",,"11,344",,0,,0,,0,,0,,0,,0,,,"394,214",,"66,870",,0,,0,,0,,0,,0,,,8.67,,5.89,,,,,,,,,,,,No,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661",62,MB, DO , 42 ,,"415,229",,"6,281",,0,,0,,0,,0,,0,,0,,,"1,689,705",,"55,586",,0,,0,,0,,0,,0,,,4.07,,8.85,,,,,,,,,,,,No,,,
"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",Port Richey,FL,4074,40074,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,441,770",62,MB, DO , 23 ,,"330,804",,0,,0,,0,,0,,0,,0,,0,,,"2,099,441",,0,,0,,0,,0,,0,,0,,,6.35,,,,,,,,,,,,,,No,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661",62,DR, PT , 20 ,,0,,"64,010",,0,,0,,0,,0,,0,,0,,,0,,"502,410",,0,,0,,0,,0,,0,,,,,7.85,,,,,,,,,,,,No,,,
"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",Port Richey,FL,4074,40074,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,441,770",62,DR, DO , 17 ,,"14,322",,"69,856",,0,,0,,0,,0,,0,,0,,,"136,058",,"399,677",,0,,0,,0,,0,,0,,,9.50,,5.72,,,,,,,,,,,,No,,,
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,"18,351,295",61,CB, DO , 61 ,,"733,459",,0,,0,,0,,0,,0,,0,,0,,,"3,536,700",,0,,0,,0,,0,,0,,0,,,4.82,,,,,,,,,,,,,,No,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725",61,MB, DO , 56 ,,"160,580",,0,,0,,"333,385",,0,,0,,0,,0,,,"631,202",,0,,0,,"1,269,414",,0,,0,,0,,,3.93,,,,,,,,,,,,,,No,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725",61,DR, DO , 5 ,,151,,0,,0,,"18,739",,0,,0,,0,,0,,,0,,0,,0,,"167,556",,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",61,MB, DO , 41 ,,"8,181",,"145,330",,0,,"372,797",,0,,0,,0,,"281,599",,,0,,"980,120",,0,,"1,579,155",,0,,0,,"156,444",,,0.00,,6.74,,,,,,,,,,0.56,,No,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",61,MB, DO , 39 ,,"466,119",,0,,0,,0,,0,,0,,0,,0,,,"1,965,152",,0,,0,,0,,0,,0,,0,,,4.22,,,,,,,,,,,,,,No,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",61,DR, PT , 22 ,,"51,451",,"1,138",,0,,0,,0,,0,,0,,0,,,"567,072",,"12,837",,0,,0,,0,,0,,0,,,11.02,,11.28,,,,,,,,,,,,No,,,
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",61,DR, DO , 20 ,,0,,"63,789",,0,,"7,930",,0,,0,,0,,0,,,0,,"651,025",,0,,"88,160",,0,,0,,0,,,,,10.21,,,,,,,,,,,,No,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",60,DR, DO , 7 ,,0,,"24,327",,0,,0,,0,,0,,0,,0,,,0,,"216,684",,0,,0,,0,,0,,0,,,,,8.91,,,,,,,,,,,,No,,,
"Wake County, dba: Wake County DSS",Raleigh,NC,4R06-094,40222,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",60,DR, PT , 60 ,,0,,"228,075",,0,,0,,0,,0,,0,,0,,,0,,"2,484,834",,0,,0,,0,,0,,0,,,,,10.89,,,,,,,,,,,,No,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",60,MB, DO , 46 ,,"43,947",,0,,0,,"559,900",,0,,0,,0,,"150,981",,,"200,727",,0,,0,,"2,181,732",,0,,0,,"69,008",,,4.57,,,,,,,,,,,,0.46,,No,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",60,DR, PT , 4 ,,0,,"15,215",,0,,0,,0,,0,,0,,0,,,0,,"184,777",,0,,0,,0,,0,,0,,,,,12.14,,,,,,,,,,,,No,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",60,FB, PT , 3 ,,"6,895",,0,,0,,0,,0,,0,,0,,0,,,"11,339",,0,,0,,0,,0,,0,,0,,,1.64,,,,,,,,,,,,,,No,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",60,DR, PT , 24 ,,0,,"33,791",,0,,0,,0,,0,,0,,0,,,0,,"357,320",,0,,0,,0,,0,,0,,,,,10.57,,,,,,,,,,,,No,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",60,CB, PT , 2 ,,"26,947",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",60,MB, DO , 18 ,,"152,218",,0,,0,,0,,0,,0,,0,,0,,,"699,356",,0,,0,,0,,0,,0,,0,,,4.59,,,,,,,,,,,,,,No,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",60,VP, DO , 16 ,,0,,"19,706",,0,,0,,0,,0,,0,,0,,,0,,"271,347",,0,,0,,0,,0,,0,,,,,13.77,,,,,,,,,,,,No,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",59,CB, PT , 6 ,,"41,544",,0,,0,,0,,0,,0,,0,,0,,,"315,974",,0,,0,,0,,0,,0,,0,,,7.61,,,,,,,,,,,,,,No,,,
"Trans-Bridge Lines, Inc. ",Bethlehem,PA,2169,20169,Private-For-Profit Corporation,Full Reporter,"18,351,295",59,CB, DO , 59 ,,"705,630",,0,,0,,0,,0,,0,,0,,0,,,"4,223,656",,0,,0,,0,,0,,0,,0,,,5.99,,,,,,,,,,,,,,No,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",59,MB, DO , 40 ,,"225,591",,0,,0,,0,,0,,0,,0,,0,,,"1,144,186",,0,,0,,0,,0,,0,,0,,,5.07,,,,,,,,,,,,,,No,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",59,MB, DO , 3 ,,0,,"5,536",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",59,SR, DO , 3 ,,0,,0,,0,,0,,0,,0,,"211,680",,0,,,0,,0,,0,,0,,0,,"17,368",,0,,,,,,,,,,,,,0.08,,,,No,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",59,CR, PT , 26 ,,"982,002",,0,,0,,0,,0,,0,,0,,0,,,"458,842",,0,,0,,0,,0,,0,,0,,,0.47,,,,,,,,,,,,,,No,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",59,DR, DO , 22 ,,0,,"76,337",,0,,0,,0,,0,,0,,0,,,0,,"698,324",,0,,0,,0,,0,,0,,,,,9.15,,,,,,,,,,,,No,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",59,CB, DO , 2 ,,0,,"10,892",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,064",59,DR, PT , 16 ,,0,,"29,718",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",58,DR, PT , 9 ,,0,,"35,680",,0,,0,,0,,0,,0,,0,,,"1,371,761",,"236,182",,0,,0,,0,,0,,0,,,,,6.62,,,,,,,,,,,,No,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",58,CB, PT , 9 ,,"121,828",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,5092,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,677",58,MB, PT , 52 ,,0,,0,,0,,0,,"370,328",,0,,0,,0,,,"1,936,816",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,5092,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,677",58,DR, PT , 5 ,,0,,0,,0,,0,,"19,913",,0,,0,,0,,,"188,760",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",58,MB, PT , 40 ,,"311,794",,"1,255",,0,,0,,0,,0,,0,,0,,,"568,970",,0,,0,,0,,0,,0,,0,,,1.82,,0.00,,,,,,,,,,,,No,,,
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,"135,267",58,DR, PT , 4 ,,0,,"8,146",,0,,0,,0,,0,,0,,0,,,"770,347",,"193,624",,0,,0,,0,,0,,0,,,,,23.77,,,,,,,,,,,,No,,,
